Business Name,Category,City,State/Province,Country,Phone,Contact Name,Notes
"""Midland Fix-It Services""",Handyman,Abbotsford,British Columbia,Canada,(604) 339-6464,Tom Martin,Listed on Bark.com only.
"""Meadowbrook Heating & Cooling""",HVAC,Bakersfield,California,USA,(805) 235-8396,Cody King,Flyers and referrals.
"""Capital City Auto Service""",Auto Repair,Savannah,Georgia,USA,(912) 683-2238,Terrell Fisher,Referrals and repeat customers only.
"""Colonial Paving""",Paving/Asphalt,Fredericton,New Brunswick,Canada,(506) 523-5576,Sandy Miller,Existing site broken since 2018.
"""Mission Signs & Graphics""",Sign Making,Naperville,Illinois,USA,(224) 685-1103,Boris Bell,Local newspaper ads only.
"""Elite Septic & Drain""",Septic Services,Youngstown,Ohio,USA,(380) 500-3158,Jeff Morris,Instagram only.
"""Borderline Window World""",Window Installation,Topeka,Kansas,USA,(620) 419-5421,Wayne Brown,No digital presence whatsoever.
"""Parkside Insulation Co.""",Insulation,Yuma,Arizona,USA,(623) 384-7157,Ping Jarvinen,In business 20+ years. No web presence.
"""South Side Electrical""",Electrician,Jackson,Mississippi,USA,(662) 296-4680,Craig Fraser,Phone book listing.
"""Blue Ridge Rehab & Physio""",Physiotherapy,Spokane,Washington,USA,(564) 770-1394,Blake Kapoor,Phone book listing.
"""Suncoast Pool & Spa""",Pool Maintenance,Nashville,Tennessee,USA,(731) 237-3153,Sasha Arsenault,Yellow Pages listing.
"""Silver Creek Drywall""",Drywall,Saguenay,Quebec,Canada,(514) 374-8042,Priya Robichaud,Houzz profile. No own website.
"""Valley View Custom Blinds""",Blinds & Shutters,Charlottesville,Virginia,USA,(703) 623-5182,Ying Heikkinen,"Radio ads, no web."
"""Mountainview Street Eats""",Food Truck,Madison,Wisconsin,USA,(608) 260-1158,Craig Perez,Thumbtack profile only.
"""Golden Valley Sun Studio""",Tanning Salon,Rochester,New York,USA,(516) 648-2451,Marco Miller,Listed on Bark.com only.
"""Alliance Concrete Co.""",Concrete,Longueuil,Quebec,Canada,(438) 287-8162,Jun Rao,Jane App only. No own website.
"""Lakeshore Lawn Service""",Lawn Care,Greeley,Colorado,USA,(719) 402-6341,Gord Gupta,Lawn signs and referrals.
"""First Choice Fireplace & Chimney""",Chimney Sweep,Oakville,Ontario,Canada,(416) 716-3584,Roy Powell,Kijiji ads only.
"""North Shore Exhaust & Brakes""",Muffler Shop,Sherbrooke,Quebec,Canada,(438) 931-1159,Priya Long,Flyers and referrals.
"""Cypress Clean Team""",Cleaning Services,Bangor,Maine,USA,(207) 201-4410,Debbie Brown,Yard signs only.
"""All Season Plumbing""",Plumbing,Wilmington,Delaware,USA,(302) 961-7607,Svetlana Pelletier,Local newspaper ads only.
"""Precision Moving""",Moving,Joliet,Illinois,USA,(815) 292-2987,Mike Pelletier,Angie's List profile.
"""A-1 Fencing""",Fencing,Charlottesville,Virginia,USA,(804) 959-3494,Misha Wright,HomeStars profile only.
"""Cypress Stonework""",Masonry,Fredericton,New Brunswick,Canada,(506) 957-1732,Misha Larsen,Phone orders only.
"""Tri-City Heating & Air""",HVAC,Oshawa,Ontario,Canada,(416) 760-7967,Hong Chiasson,"Radio ads, no web."
"""Elite Well Drilling""",Well Drilling,Burlington,Vermont,USA,(802) 900-4590,Mark Garcia,HomeStars profile only.
"""Broad Street Veterinary Services""",Pet Clinic,Elgin,Illinois,USA,(224) 735-2395,Jose Hunter,Facebook check-ins.
"""Riverside Power Wash""",Pressure Washing,Vaughan,Ontario,Canada,(807) 787-6063,Marco Hayes,Door-to-door flyers.
"""Ridgecrest Electrical Services""",Electrician,Lansing,Michigan,USA,(586) 980-4918,Bob Young,Postcards and flyers.
"""All Pro Canine Training""",Dog Training,Tacoma,Washington,USA,(509) 811-5102,Amir Reynolds,Old Yellow Pages ad.
"""Lakeshore Sewing & Alterations""",Tailoring/Alterations,Syracuse,New York,USA,(315) 259-3260,Clyde Morris,Postcards and flyers.
"""Coastal Custom Blinds""",Blinds & Shutters,Yuma,Arizona,USA,(520) 341-4645,Terrell Wright,Thumbtack profile only.
"""A-1 Massage Therapy""",Massage Therapy,Fayetteville,North Carolina,USA,(910) 712-2147,Dr. Gord Stewart,"Lettered truck, no site."
"""Cliffside Water Well Service""",Well Drilling,Erie,Pennsylvania,USA,(412) 621-6104,Crystal Woods,Flyers and referrals.
"""Maple Ridge Muffler & Exhaust""",Muffler Shop,Nashville,Tennessee,USA,(865) 296-3285,John Butler,The Knot listed but no own site.
"""Capital City Home Security""",Security Systems,Providence,Rhode Island,USA,(401) 843-3894,Phil Jensen,Family-run shop. Facebook only.
"""Old Town Upholstery""",Upholstery,Memphis,Tennessee,USA,(731) 317-1519,Ying Halverson,Yelp listing only.
"""Dollar Acupuncture""",Acupuncture,Rockville,Maryland,USA,(240) 287-3093,Rico Webb,The Knot listed but no own site.
"""Colonial Rubbish Removal""",Junk Removal,Cambridge,Ontario,Canada,(705) 379-4285,Tony Davis,Phone book listing.
"""Bayshore Healthy Meals""",Meal Prep,Milwaukee,Wisconsin,USA,(534) 745-7131,Dr. Tony Perez,Facebook page only.
"""Lone Star Barber""",Barbershop,Madison,Wisconsin,USA,(534) 519-7255,Melissa Heikkinen,Word-of-mouth only.
"""Royal Blinds & Shutters""",Blinds & Shutters,Youngstown,Ohio,USA,(330) 849-5912,Sharon Tucker,Phone orders only.
"""Capital City Hydroseeding""",Hydroseeding,Conway,Arkansas,USA,(501) 936-4358,Dr. Ahmed Price,Jane App only. No own website.
"""Express Yoga Studio""",Yoga Studio,Louisville,Kentucky,USA,(270) 702-7714,Nadia Petrov,Houzz profile. No own website.
"""Granite Auto Body""",Auto Body,Portland,Maine,USA,(207) 603-8422,Linda Henry,Facebook page only.
"""Lakefront Salon & Spa""",Hair Salon,Virginia Beach,Virginia,USA,(804) 609-3500,Denis Sullivan,Phone book listing.
"""Pro Chimney Sweep""",Chimney Sweep,Fort Lauderdale,Florida,USA,(772) 838-5807,Keith Chiasson,"Radio ads, no web."
"""Seaside Acupuncture""",Acupuncture,Pensacola,Florida,USA,(850) 215-1598,Misha Martin,Existing site broken since 2018.
"""Gold Star Drywall & Plastering""",Drywall,Sydney,Nova Scotia,Canada,(902) 328-4855,Dmitri Cote,Facebook check-ins.
"""Diamond Flood Restoration""",Water Damage Restoration,Syracuse,New York,USA,(845) 971-7199,Jeff Gonzales,The Knot listed but no own site.
"""Columbia Gutters""",Gutter Cleaning,Joliet,Illinois,USA,(331) 819-6837,Sara Campbell,Flyers and referrals.
"""Pacific Renovations""",Renovations,Trenton,New Jersey,USA,(848) 489-2440,Steve Cruz,Kijiji ads only.
"""Willow Painting Co.""",Painting,Moncton,New Brunswick,Canada,(506) 674-5080,Kendall Kowalski,Facebook page only.
"""East Side Mold & Moisture Control""",Mold Remediation,Madison,Wisconsin,USA,(534) 712-9236,Melissa Ford,Instagram only.
"""North Shore Bicycle Service""",Bicycle Repair,Jacksonville,Florida,USA,(239) 614-7638,Wei Patel,Angie's List profile.
"""Heritage Water Damage""",Water Damage Restoration,Peoria,Arizona,USA,(520) 579-6095,Brad Thomas,Nextdoor referrals only.
"""Blue Sky Piano & Guitar Lessons""",Music Lessons,Charlotte,North Carolina,USA,(336) 925-7577,Gloria Barnes,Yelp listing only.
"""Liberty Hardwood Floors""",Hardwood Flooring,Kingston,Ontario,Canada,(705) 947-9277,Miguel Lavoie,Phone orders only.
"""Cypress Tree Care""",Tree Service,New Haven,Connecticut,USA,(860) 657-1810,Kevin Olsen,No digital presence whatsoever.
"""Alliance Pressure Washing""",Pressure Washing,Utica,New York,USA,(631) 319-4943,Stephanie Simmons,Yellow Pages listing.
"""Urban Watch Repair""",Watch Repair,Saint John,New Brunswick,Canada,(506) 999-2719,Blake Murray,Family-run shop. Facebook only.
"""Community Timepiece Repair""",Watch Repair,Burlington,Vermont,USA,(802) 795-5667,Jeff Hamalainen,Family-run shop. Facebook only.
"""Green Valley Holistic Health""",Acupuncture,Guelph,Ontario,Canada,(647) 648-6582,John MacLeod,Lawn signs and referrals.
"""Copper Canyon Handyman""",Handyman,Kitchener,Ontario,Canada,(613) 741-8268,Chris Tremblay,Listed on HomeAdvisor only.
"""Mid-Town TV Repair""",TV Repair,Mobile,Alabama,USA,(251) 679-2834,Blake Sharma,Existing site broken since 2018.
"""All Pro Drywall & Plastering""",Drywall,Milwaukee,Wisconsin,USA,(608) 358-3126,Darius Carter,Nextdoor referrals only.
"""Evergreen Home Care""",Senior Home Care,Orem,Utah,USA,(435) 546-4714,Glenda Robinson,Word-of-mouth only.
"""Old Mill Massage Therapy""",Massage Therapy,Bellingham,Washington,USA,(509) 215-9995,Dave Cooper,Walk-in traffic only.
"""Metro Copy & Print""",Printing Services,Clarksville,Tennessee,USA,(629) 885-5803,Gary Brown,Nextdoor referrals only.
"""Direct Custom Embroidery""",Embroidery,Sioux City,Iowa,USA,(319) 600-1623,Gloria Morgan,Phone orders only.
"""Oak Grove Cobbler""",Shoe Repair,Provo,Utah,USA,(435) 220-7372,Dale Coleman,Business card and referrals only.
"""Bay Area Driver Training""",Driving School,San Antonio,Texas,USA,(512) 913-3327,Sandy Wood,No digital presence whatsoever.
"""Tri-State Upholstery""",Upholstery,Bridgeport,Connecticut,USA,(475) 274-1072,Keith Simmons,"Radio ads, no web."
"""Crystal Heating & Air""",HVAC,Springfield,Missouri,USA,(573) 360-5621,Scott Murray,Yard signs only.
"""Prime Home Security""",Security Systems,Naperville,Illinois,USA,(773) 499-9247,Jessica Park,Craigslist ads.
"""Ace Exhaust & Brakes""",Muffler Shop,Conway,Arkansas,USA,(479) 215-6183,Ed Jarvinen,Lawn signs and referrals.
"""Brookside Lawn Maintenance""",Lawn Care,Lexington,Kentucky,USA,(502) 981-7359,Greg Reynolds,Old Yellow Pages ad.
"""East Side Dog Boarding""",Boarding Kennel,Manchester,New Hampshire,USA,(603) 295-1051,Hassan Sanders,Facebook check-ins.
"""Village Electrical Services""",Electrician,Elgin,Illinois,USA,(309) 702-9283,Betty Freeman,Yelp + Facebook. No website.
"""Central Print Shop""",Printing Services,Huntington,West Virginia,USA,(681) 962-2821,Tamara Barnes,Phone book listing.
"""Main Street Pastries""",Bakery,Fort Lauderdale,Florida,USA,(850) 983-9155,Hassan Green,Thumbtack profile only.
"""Highland Paint & Stain""",Painting,Sioux Falls,South Dakota,USA,(605) 980-8567,Cindy Reynolds,Flyers and referrals.
"""Active Locksmith""",Locksmith,Orem,Utah,USA,(801) 578-5590,Fang Washington,"Old Tripod site, not maintained."
"""Metro Piano Tuning""",Piano Tuning,Burnaby,British Columbia,Canada,(604) 227-8547,Dr. Rick Woods,Yard signs only.
"""Meadowbrook Pest Control""",Pest Control,St. John's,Newfoundland,Canada,(709) 744-4766,Jacques Ellis,"Radio ads, no web."
"""Dockside Daycare""",Daycare,Wilmington,Delaware,USA,(302) 742-1261,Shirley Russell,Instagram only.
"""Garden Flooring""",Flooring Installation,Calgary,Alberta,Canada,(587) 670-3966,Liang Fortin,Phone orders only.
"""Old Town Tree Care""",Tree Service,Lake Charles,Louisiana,USA,(504) 901-9652,Ahmed Coleman,No social media. No web.
"""Crossroads Spray Foam""",Insulation,Medicine Hat,Alberta,Canada,(780) 626-8022,Darnell Simmons,Angie's List profile.
"""Main Street Masonry & Stone""",Masonry,Flagstaff,Arizona,USA,(623) 269-4383,Gilles Nielsen,Facebook group only.
"""Kings Oil & Filter""",Oil Change,Sault Ste. Marie,Ontario,Canada,(613) 328-4569,Brent Pedersen,Listed on HomeAdvisor only.
"""Midland Veterinary Services""",Pet Clinic,Yellowknife,Northwest Territories,Canada,(867) 469-9470,Jeff Ortiz,Listed on HomeAdvisor only.
"""Country Dog Grooming""",Dog Grooming,Lincoln,Nebraska,USA,(402) 206-6682,Ahmed Jordan,Google Maps listing only.
"""Port City Driving School""",Driving School,Guelph,Ontario,Canada,(705) 285-6363,Charlene Torres,Google Business profile only.
"""Lighthouse Mold & Moisture Control""",Mold Remediation,Medicine Hat,Alberta,Canada,(587) 955-6270,John Alexander,Existing site broken since 2018.
"""Tri-State Massage & Wellness""",Massage Therapy,New Haven,Connecticut,USA,(475) 927-6554,Norma Singh,Farmers market vendor only.
"""Lone Star Septic""",Septic Services,Lafayette,Louisiana,USA,(985) 465-3411,Tom Bennett,Instagram only.
"""Lakeshore Private Training""",Personal Training,Gulfport,Mississippi,USA,(601) 261-3884,Donna Crawford,Instagram only.
"""Midwest Videography""",Videography,Lexington,Kentucky,USA,(502) 866-9029,Ed Walker,"Old Tripod site, not maintained."
"""Miramar Shoe Repair""",Shoe Repair,Fort Wayne,Indiana,USA,(317) 361-9899,Dr. Troy Bell,Walk-in traffic only.
"""First Choice Concrete & Paving""",Concrete,Fayetteville,North Carolina,USA,(252) 583-3879,Glen Park,Yellow Pages listing.
"""Palmetto Snow Removal""",Snow Removal,Huntington,West Virginia,USA,(304) 391-1484,Stephanie Chang,Instagram only.
"""Olympic Screen & TV Fix""",TV Repair,Vancouver,Washington,USA,(360) 388-7512,Bob Scott,Postcards and flyers.
"""Atlas Barber""",Barbershop,Fort Lauderdale,Florida,USA,(941) 675-1316,Kendall Miller,Yard signs only.
"""Kings Screen Printing""",Screen Printing,Pensacola,Florida,USA,(239) 233-5771,Merle Anderson,Yelp + Facebook. No website.
"""Crossroads Tire Service""",Tire Shop,Jackson,Mississippi,USA,(662) 585-4667,Travis Cooper,Kijiji ads only.
"""Compass Restoration Services""",Water Damage Restoration,Casper,Wyoming,USA,(307) 768-1087,Jin Porter,Houzz profile. No own website.
"""Alliance Muffler Shop""",Muffler Shop,Montreal,Quebec,Canada,(438) 558-6325,Wayne Diaz,Yellow Pages listing.
"""Tri-State Home Security""",Security Systems,Columbia,Missouri,USA,(417) 976-9081,Melissa Perez,Instagram only.
"""Compass Bakery""",Bakery,Sarasota,Florida,USA,(305) 505-8032,Denis Watson,Yelp listing only.
"""Timberline Deck Builders""",Deck Building,Green Bay,Wisconsin,USA,(414) 664-3723,Dwight McDonald,The Knot listed but no own site.
"""High Plains Videography""",Videography,Dayton,Ohio,USA,(740) 800-7121,Glenda Jenkins,Google Maps listing only.
"""Mountain High Therapeutic Massage""",Massage Therapy,Huntsville,Alabama,USA,(334) 966-9112,Roy Foster,Walk-in traffic only.
"""All Season Watch Repair""",Watch Repair,Vancouver,Washington,USA,(564) 305-3814,Dr. Scott Chiasson,Google Business profile only.
"""Crossroads Lawn Care""",Lawn Care,Lewiston,Maine,USA,(207) 834-1533,Alain Simmons,Postcards and flyers.
"""Open Range Well Drilling""",Well Drilling,Oshawa,Ontario,Canada,(647) 556-4152,Sasha Brooks,HomeStars profile only.
"""AAA Quick Lube""",Oil Change,Rockville,Maryland,USA,(301) 583-6429,Dr. Jose Woods,Farmers market vendor only.
"""Cedar Mold Remediation""",Mold Remediation,Hartford,Connecticut,USA,(860) 899-1547,Sara Hughes,Lawn signs and referrals.
"""Palmetto Mold & Moisture Control""",Mold Remediation,Charlottesville,Virginia,USA,(804) 451-4157,Stephanie Reddy,Flyers and referrals.
"""Ironwood Welding""",Welding,Nashua,New Hampshire,USA,(603) 555-9820,Dr. Dwayne Evans,Referrals and repeat customers only.
"""Champion Lock & Key""",Locksmith,Evansville,Indiana,USA,(574) 258-8279,Roberto Wright,Facebook group only.
"""Grand Watch Repair""",Watch Repair,Norfolk,Virginia,USA,(571) 611-4245,Brian Robinson,Craigslist ads.
"""Golden Valley Private Training""",Personal Training,Surrey,British Columbia,Canada,(604) 593-3986,Alain Patterson,Google Business profile only.
"""Riverbend Instrument Repair""",Instrument Repair,Rochester,New York,USA,(585) 837-2602,Dmitri Peterson,Yelp + Facebook. No website.
"""Keystone Deck Builders""",Deck Building,Detroit,Michigan,USA,(734) 581-4803,Larry Hansen,No social media. No web.
"""Flagship Deck Builders""",Deck Building,Charleston,West Virginia,USA,(681) 457-7276,Priya Rogers,Yellow Pages listing.
"""Prime Insulation Co.""",Insulation,Bakersfield,California,USA,(408) 227-1073,Sandy Hunter,Listed on Bark.com only.
"""Sagebrush Cleaners & Tailoring""",Dry Cleaning,Lafayette,Louisiana,USA,(318) 476-2000,DeShawn Perry,Nextdoor referrals only.
"""Bay Area Collision Repair""",Auto Body,Idaho Falls,Idaho,USA,(208) 296-5438,Crystal Hayes,Yard signs only.
"""Brookside Bicycle Service""",Bicycle Repair,Overland Park,Kansas,USA,(316) 729-8235,Tim Simmons,"Lettered truck, no site."
"""Ridgeline Dry Cleaning""",Dry Cleaning,Burnaby,British Columbia,Canada,(604) 583-5117,Marco Mason,Phone book listing.
"""Mountain Eavestrough""",Gutter Cleaning,Savannah,Georgia,USA,(706) 917-9842,Carlos Makinen,Kijiji ads only.
"""Tri-State Dry Cleaning""",Dry Cleaning,Detroit,Michigan,USA,(231) 641-9072,Liang Arsenault,Family-run shop. Facebook only.
"""Crystal Stucco & Plaster""",Stucco,Saguenay,Quebec,Canada,(819) 640-6804,Carlos Murphy,Yellow Pages listing.
"""Copper Canyon Home Renovations""",Renovations,New Haven,Connecticut,USA,(475) 643-5504,Blake Laine,Yelp listing only.
"""Gulf Flooring Solutions""",Flooring Installation,Brantford,Ontario,Canada,(613) 396-9871,Norma Woods,Flyers and referrals.
"""Sunrise Music Equipment Repair""",Instrument Repair,Pittsburgh,Pennsylvania,USA,(272) 218-9321,Rhonda Turner,Postcards and flyers.
"""Champion Grooming Salon""",Dog Grooming,Maple Ridge,British Columbia,Canada,(604) 998-6224,Sasha Murphy,Walk-in traffic only.
"""Ironwood Window Cleaning""",Window Cleaning,Prince Albert,Saskatchewan,Canada,(639) 208-2741,Natasha Cook,Houzz profile. No own website.
"""Trail Windshield Repair""",Auto Glass,Clarksville,Tennessee,USA,(629) 657-3819,Glen Murphy,The Knot listed but no own site.
"""Pineview Canine Training""",Dog Training,Lansing,Michigan,USA,(269) 366-5025,Dr. Diana Grant,Postcards and flyers.
"""Olympic Power Washing Co.""",Pressure Washing,Fayetteville,North Carolina,USA,(252) 820-7840,Dr. Carmen Singh,No social media. No web.
"""American Body Shop""",Auto Body,Edmonton,Alberta,Canada,(780) 253-6919,Dr. Keith Cruz,"Old Tripod site, not maintained."
"""Bayshore Tow & Recovery""",Towing,Warren,Michigan,USA,(989) 437-2226,Dr. Mei Grant,Yelp listing only.
"""Pacific Phone Repair""",Phone Repair,Cape Coral,Florida,USA,(407) 337-3626,Jose Jordan,Jane App only. No own website.
"""Borderline Power Raking""",Power Raking,Kelowna,British Columbia,Canada,(250) 247-7879,Jessica Fisher,Google Maps listing only.
"""Meadowbrook Sun Studio""",Tanning Salon,Topeka,Kansas,USA,(913) 313-7848,Rick Griffin,Yelp listing only.
"""Clearwater Physical Therapy""",Physiotherapy,Appleton,Wisconsin,USA,(920) 562-1169,Mei James,Facebook page only.
"""Eagle Ridge Private Chef""",Personal Chef,Erie,Pennsylvania,USA,(267) 655-7973,Carmen Torres,Chamber of Commerce directory only.
"""South Side Insulation""",Insulation,Billings,Montana,USA,(406) 212-5243,Michelle Ward,Old Yellow Pages ad.
"""Lone Star Small Engine & Mower""",Lawn Mower Repair,Savannah,Georgia,USA,(762) 557-5522,Lisa Torres,Old Yellow Pages ad.
"""Meadow Concrete""",Concrete,Livonia,Michigan,USA,(616) 735-6931,Cody Tremblay,"Radio ads, no web."
"""Liberty In-Home Pet Care""",Pet Sitting,Modesto,California,USA,(310) 838-1737,Stephanie Ross,Postcards and flyers.
"""Bayshore Window Coverings""",Blinds & Shutters,Madison,Wisconsin,USA,(715) 651-1323,Fatima Hamilton,No digital presence whatsoever.
"""Prime Winter Services""",Snow Removal,Fredericton,New Brunswick,Canada,(506) 242-3763,Dmitri Cox,Old Yellow Pages ad.
"""Magnolia Mobile Kitchen""",Food Truck,Columbia,Missouri,USA,(636) 372-4588,Dr. Diego Perry,Postcards and flyers.
"""Willowbrook General Contracting""",General Contracting,Madison,Wisconsin,USA,(715) 461-8350,Jean Fortin,Listed on Bark.com only.
"""Copper Canyon Furniture Restoration""",Furniture Repair,Flagstaff,Arizona,USA,(520) 587-3241,Fang Robichaud,Existing site broken since 2018.
"""American Mobile Kitchen""",Food Truck,Laval,Quebec,Canada,(418) 951-5361,Blake Bailey,Craigslist ads.
"""A-1 Academic Tutoring""",Tutoring,Tucson,Arizona,USA,(602) 840-6127,Sara Kelly,"Radio ads, no web."
"""Cottage Country Phone Repair""",Phone Repair,Rochester,New York,USA,(585) 998-1262,Gord Maki,Word-of-mouth only.
"""Midlands Alterations""",Tailoring/Alterations,Columbia,Missouri,USA,(573) 700-7726,Rico Larsen,Yellow Pages listing.
"""Maple Ridge Metal Works""",Welding,Independence,Missouri,USA,(636) 252-7491,Marcus Jenkins,Phone orders only.
"""Valley Window Wash""",Window Cleaning,Oshawa,Ontario,Canada,(519) 678-3152,Nadia Murray,Phone orders only.
"""Lakeshore Watch Repair""",Watch Repair,Lincoln,Nebraska,USA,(531) 289-9510,Luc Reid,Walk-in traffic only.
"""Urban Irrigation & Lawn""",Irrigation,Brampton,Ontario,Canada,(647) 663-8788,Alexei Wilson,Flyers and referrals.
"""Ace Chef Services""",Personal Chef,Joliet,Illinois,USA,(708) 865-7308,Dr. Ping Myers,Google Maps listing only.
"""Hillcrest Welding & Fabrication""",Welding,Bellevue,Nebraska,USA,(308) 433-5062,Dwayne Wilson,Business card and referrals only.
"""Pinecrest Pool Care""",Pool Maintenance,Huntington,West Virginia,USA,(681) 860-8209,Dr. Jose Ramirez,Chamber of Commerce directory only.
"""Lakeshore Transmission & Auto""",Transmission Repair,Jonesboro,Arkansas,USA,(479) 952-4004,Sandy Kowalski,Existing site broken since 2018.
"""Pacific K9 Academy""",Dog Training,Victoria,British Columbia,Canada,(250) 662-9324,Jin Hall,Referrals and repeat customers only.
"""Green Valley Nail Salon""",Nail Salon,Green Bay,Wisconsin,USA,(262) 596-8712,Norma Hayes,Yard signs only.
"""Desert Private Chef""",Personal Chef,Bellevue,Washington,USA,(509) 715-8890,Teresa Olsen,No social media. No web.
"""Ridgeline Roofing & Siding""",Roofing,Salem,Oregon,USA,(503) 342-2932,Chris Sorensen,Local newspaper ads only.
"""Riverside Bug & Rodent Control""",Pest Control,Las Cruces,New Mexico,USA,(575) 230-7670,Larry Chiasson,No social media. No web.
"""Atlas Quick Lube""",Oil Change,Sterling Heights,Michigan,USA,(947) 215-8775,Dale Morgan,Nextdoor referrals only.
"""Palmetto Screen Printing""",Screen Printing,Saskatoon,Saskatchewan,Canada,(306) 702-2966,Jerome Joshi,The Knot listed but no own site.
"""Sunrise Gutter Cleaning""",Gutter Cleaning,Bellingham,Washington,USA,(425) 955-1099,Michelle Sanders,Houzz profile. No own website.
"""Precision Pet Clinic""",Veterinarian,Oklahoma City,Oklahoma,USA,(539) 230-4379,Teresa Marshall,Yelp + Facebook. No website.
"""Bluewater Wax Studio""",Waxing Studio,Bellevue,Nebraska,USA,(531) 815-1315,Fatima Foster,Kijiji ads only.
"""Willow Garage Door Service""",Garage Doors,Dallas,Texas,USA,(682) 813-3943,Dr. Craig Hicks,Craigslist ads.
"""Northland Accounting Services""",Bookkeeping,Sioux Falls,South Dakota,USA,(605) 478-4801,Sofia Smith,The Knot listed but no own site.
"""Sagebrush Hair Salon""",Hair Salon,Charlotte,North Carolina,USA,(336) 677-9827,Jeff Olsen,Kijiji ads only.
"""Mountain Pet Sitting""",Pet Sitting,Kamloops,British Columbia,Canada,(250) 477-4633,Rene MacKenzie,Kijiji ads only.
"""Palmetto Handyman""",Handyman,Kingston,Ontario,Canada,(905) 990-3325,Tim Fisher,Referrals and repeat customers only.
"""Green Valley Hair Salon""",Hair Salon,Savannah,Georgia,USA,(404) 687-1891,Nicole Hunter,Google Business profile only.
"""Quick Gutter Cleaning""",Gutter Cleaning,Vancouver,Washington,USA,(253) 231-9407,Bill Hunter,Family-run shop. Facebook only.
"""Mystic Bakery""",Bakery,Modesto,California,USA,(619) 369-7793,Dale Cook,The Knot listed but no own site.
"""Gateway Car Wash & Detail""",Auto Detailing,Columbus,Ohio,USA,(513) 350-9459,Tom Duncan,Thumbtack profile only.
"""Harbour Piano & Guitar Lessons""",Music Lessons,Regina,Saskatchewan,Canada,(639) 290-2233,Gloria Fraser,Existing site broken since 2018.
"""Liberty Bakery""",Bakery,Mobile,Alabama,USA,(334) 615-7421,Rene Carter,Phone book listing.
"""Alliance Air Systems""",HVAC,Windsor,Ontario,Canada,(416) 667-1930,Brenda Jones,Family-run shop. Facebook only.
"""Lakefront Watch Repair""",Watch Repair,Worcester,Massachusetts,USA,(774) 809-7250,Rico Patterson,Family-run shop. Facebook only.
"""Riverbend Learning Centre""",Tutoring,Warren,Michigan,USA,(734) 206-2330,Ahmed Leblanc,Instagram only.
"""Seaside Heating & Cooling""",HVAC,Columbus,Ohio,USA,(419) 420-7681,Hong Morgan,Google Business profile only.
"""Borderline Electrical""",Electrician,Prince Albert,Saskatchewan,Canada,(306) 387-5362,Melissa Henry,Listed on Bark.com only.
"""Sunset Massage Therapy""",Massage Therapy,Charlottesville,Virginia,USA,(804) 659-1012,Luis Mehta,Phone book listing.
"""Elite Timepiece Repair""",Watch Repair,Cleveland,Ohio,USA,(937) 515-1688,Priya Turner,Farmers market vendor only.
"""Sundance Home Renovations""",Renovations,Independence,Missouri,USA,(816) 745-8202,Pedro Fortin,Walk-in traffic only.
"""Southern Instrument Repair""",Instrument Repair,Charlotte,North Carolina,USA,(828) 722-9958,Jose Cruz,Door-to-door flyers.
"""Timberline Fence Co.""",Fencing,Clarksville,Tennessee,USA,(629) 483-7554,Dwight Lavoie,Existing site broken since 2018.
"""Champion Gutters""",Gutter Cleaning,Minneapolis,Minnesota,USA,(952) 674-9666,Dwayne Taylor,Existing site broken since 2018.
"""Bayview Garage Doors""",Garage Doors,Prince Albert,Saskatchewan,Canada,(639) 882-3853,Alain Lee,Phone book listing.
"""Excel TV Repair""",TV Repair,Greeley,Colorado,USA,(970) 777-3110,Jamal Harrison,Facebook page only.
"""Keystone Paving""",Paving/Asphalt,Olympia,Washington,USA,(253) 393-6648,Dale Tran,Phone orders only.
"""Pineview Books & Taxes""",Bookkeeping,Shreveport,Louisiana,USA,(985) 952-8822,Svetlana Barnes,No social media. No web.
"""Meadowbrook Street Eats""",Food Truck,Barrie,Ontario,Canada,(905) 999-8107,Patty Hicks,Facebook page only.
"""Empire Cabinet Co.""",Cabinet Making,Evansville,Indiana,USA,(812) 457-5047,Dr. Jamal Bailey,Yellow Pages listing.
"""Port City Reupholstering""",Upholstery,Saint Paul,Minnesota,USA,(320) 612-1161,Sofia Sharma,Google Maps listing only.
"""Frontier Plumbing Services""",Plumbing,Tampa,Florida,USA,(941) 608-3405,Mark Stewart,In business 20+ years. No web presence.
"""Golden Bicycle Service""",Bicycle Repair,Tampa,Florida,USA,(321) 422-5923,Crystal Wilson,Kijiji ads only.
"""Mystic Wiring""",Electrician,Duluth,Minnesota,USA,(763) 756-8701,Patty Griffin,Phone book listing.
"""Lone Star Landscape Services""",Landscaping,Oakville,Ontario,Canada,(807) 883-3218,Rene Simmons,Old Yellow Pages ad.
"""Prime Heating & Cooling""",HVAC,Scranton,Pennsylvania,USA,(570) 437-1507,Brian Pelletier,Listed on Bark.com only.
"""Lighthouse Hot Yoga""",Yoga Studio,Milwaukee,Wisconsin,USA,(715) 835-7564,Tim Reddy,Phone book listing.
"""Alliance Meal Delivery""",Meal Prep,Peterborough,Ontario,Canada,(416) 287-8763,Luc Cruz,Chamber of Commerce directory only.
"""Quality Windows & Doors""",Window Installation,Manchester,New Hampshire,USA,(603) 738-8055,Merle Joshi,Listed on Bark.com only.
"""Community Fix-It Appliances""",Appliance Repair,Chilliwack,British Columbia,Canada,(778) 702-5220,Jun Johnson,Kijiji ads only.
